"msgid","msgstr"
"Salary Structure {0} does not belong to company {1}","هيكل الراتب {0} لا ينتمي إلى الشركة {1}"
"Salary Structures updated successfully","تم تحديث هياكل الرواتب بنجاح"
"Salary Withholding","حجز الراتب"
"Salary Withholding Cycle","دورة حجز الراتب"
"Salary Withholding {0} already exists for employee {1} for the selected period","حجز الراتب {0} موجود بالفعل للموظف {1} للفترة المحددة"
"Salary already processed for period between {0} and {1}, Leave application period cannot be between this date range.","تمت معالجة الراتب بالفعل للفترة بين {0} و {1} ، لا يمكن أن تكون فترة طلب اﻹجازة بين نطاق هذا التاريخ.\
<br>\
Salary already processed for period between {0} and {1}, Leave application period cannot be between this date range."
"Salary breakup based on Earning and Deduction.","تقسيم الراتب بناءَ على الكسب والاستقطاع."
"Salary components should be part of the Salary Structure.","يجب أن تكون مكونات الراتب جزءًا من هيكل الراتب."
"Salary slip emails have been enqueued for sending. Check {0} for status.","تم وضع رسائل البريد الإلكتروني لقسائم الرواتب في قائمة الانتظار للإرسال. تحقق من {0} للحالة."
"Sales Invoice","فاتورة مبيعات"
"Same Company is entered more than once","تم إدخال نفس الشركة أكثر من مره\
<br>\
Same Company is entered more than once"
"Sanctioned","مقرر"
"Sanctioned Amount","المبلغ المعتمد"
"Sanctioned Amount cannot be greater than Claim Amount in Row {0}.","لا يمكن أن يكون المبلغ الموافق عليه أكبر من مبلغ المطالبة في الصف {0}."
"Saturday","السبت"
"Scheduled","من المقرر"
"Scheduled On","مجدول في"
"Score (0-5)","نقاط (0-5)"
"Score Earned","نقاط المكتسبة"
"Score must be less than or equal to 5","يجب أن تكون النقاط أقل من أو تساوي 5\
<br>\
Score must be less than or equal to 5"
"Scores","الدرجات"
"Search for Jobs","البحث عن وظائف"
"Select Company","حدد الشركة"
"Select Employees","حدد الموظفين"
"Select Interview Round First","حدد جولة المقابلة أولاً"
"Select Interview first","حدد المقابلة أولاً"
"Select Payment Account to make Bank Entry","اختار الحساب الذي سوف تدفع منه"
"Select Payroll Frequency.","حدد تكرار الرواتب."
"Select Payroll Period","حدد فترة الرواتب"
"Select Property","اختر الملكية"
"Select Shift Requests","حدد طلبات المناوبات"
"Select Terms and Conditions","اختر الشروط والأحكام"
"Select Users","حدد المستخدمون"
"Select an employee to get the employee advance.","حدد الموظف للحصول على تقدم الموظف."
"Select the Employee for which you want to allocate leaves.","حدد الموظف الذي تريد تخصيص إجازات له."
"Select the Employee.","حدد الموظف."
"Select the Leave Type like Sick leave, Privilege Leave, Casual Leave, etc.","حدد نوع الإجازة مثل الإجازة المرضية، الإجازة السنوية، الإجازة العارضة، إلخ."
"Select the date after which this Leave Allocation will expire.","حدد التاريخ الذي سينتهي بعده تخصيص الإجازة هذا."
"Select the date from which this Leave Allocation will be valid.","حدد التاريخ الذي سيكون تخصيص الإجازة هذا صالحًا منه."
"Select the end date for your Leave Application.","حدد تاريخ انتهاء طلب الإجازة الخاص بك."
"Select the start date for your Leave Application.","حدد تاريخ بدء طلب الإجازة الخاص بك."
"Select this if you want shift assignments to be automatically created indefinitely.","حدد هذا الخيار إذا كنت تريد إنشاء تعيينات المناوبات تلقائيًا إلى أجل غير مسمى."
"Select type of leave the employee wants to apply for, like Sick Leave, Privilege Leave, Casual Leave, etc.","حدد نوع الإجازة التي يرغب الموظف في التقدم لها، مثل الإجازة المرضية، الإجازة السنوية، الإجازة العارضة، إلخ."
"Select your Leave Approver i.e. the person who approves or rejects your leaves.","حدد موافق الإجازات الخاص بك، أي الشخص الذي يوافق على إجازاتك أو يرفضها."
"Select {0}","حدد {0}"
"Self Appraisal","التقييم الذاتي"
"Self Appraisal Pending: {0}","التقييم الذاتي معلق: {0}"
"Self Appraisal Score","درجة التقييم الذاتي"
"Self Score","الدرجة الذاتية"
"Self-Study","دراسة ذاتية"
"Self-approval for leaves is not allowed","الموافقة الذاتية على الإجازات غير مسموح بها"
"Seminar","ندوة"
"Send Emails At","إرسال رسائل البريد الإلكتروني في"
"Send Exit Questionnaire","إرسال استبيان إنهاء الخدمة"
"Send Exit Questionnaires","إرسال استبيانات إنهاء الخدمة"
"Send Interview Feedback Reminder","إرسال تذكير بملاحظات المقابلة"
"Send Interview Reminder","إرسال تذكير بالمقابلة"
"Send Leave Notification","إرسال إشعار الإجازة"
"Sender","مرسل"
"Sender Email","البريد الإلكتروني المرسل"
"Sending Failed due to missing email information for employee(s): {1}","فشل الإرسال بسبب معلومات البريد الإلكتروني المفقودة للموظف (الموظفين): {1}"
"Sent","أرسلت"
"Sent Successfully: {0}","تم الإرسال بنجاح: {0}"
"Sep","سبتمبر"
"Separation Activities","أنشطة إنهاء الخدمة"
"Separation Begins On","يبدأ إنهاء الخدمة في"
"Series","سلسلة التسمية"
"Service","خدمة"
"Service Details","تفاصيل الخدمة"
"Service Expense","نفقات الصيانة"
"Service Expenses","مصاريف الخدمة"
"Service Item","بند الخدمة"
"Set ""From(Year)"" and ""To(Year)"" to 0 for no upper and lower limit.","عيّن ""من (سنة)"" و ""إلى (سنة)"" إلى 0 لعدم وجود حد أعلى وأدنى."
"Set Assignment Details","تعيين تفاصيل التعيين"
"Set Attendance Details","تعيين تفاصيل الحضور"
"Set Leave Details","تعيين تفاصيل الإجازة"
"Set Relieving Date for Employee: {0}","تعيين تاريخ إخلاء الطرف للموظف: {0}"
"Set attendance details for the employees select above","تعيين تفاصيل الحضور للموظفين المحددين أعلاه"
"Set filters to fetch employees","تعيين عوامل التصفية لجلب الموظفين"
"Set opening balances for earnings and taxes from the previous employer","تعيين الأرصدة الافتتاحية للاستحقاقات والضرائب من صاحب العمل السابق"
"Set optional filters to fetch employees in the appraisee list","تعيين عوامل تصفية اختيارية لجلب الموظفين في قائمة المقيمين"
"Set the default account for the {0} {1}","تعيين الحساب الافتراضي لـ {0} {1}"
"Set the frequency for holiday reminders","تعيين تكرار تذكيرات العطلات"
"Set the properties that should be updated in the Employee master on promotion submission","تعيين الخصائص التي يجب تحديثها في ملف الموظف الرئيسي عند تقديم الترقية"
"Set the status to {0} if required.","عيّن الحالة إلى {0} إذا لزم الأمر."
"Set {0} for selected employees","تعيين {0} للموظفين المحددين"
"Settings","إعدادات"
"Settings Missing","الإعدادات مفقودة"
"Settle against Advances","تسوية مقابل السلف"
"Settle all Payables and Receivables before submission","تسوية جميع المستحقات والمدفوعات قبل التقديم"
"Settled","تسوية"
"Setup","الإعدادات"
"Shared with the user {0} with 'submit' permisions","تمت مشاركته مع المستخدم {0} مع صلاحيات 'التقديم'"
"Shift","مناوبة"
"Shift & Attendance","المناوبات والحضور"
"Shift Actual End","التحول نهاية الفعلية"
"Shift Actual End Time","وقت الانتهاء الفعلي للمناوبة"
"Shift Actual Start","التحول الفعلي البداية"
"Shift Actual Start Time","وقت البدء الفعلي للمناوبة"
"Shift Assignment","مهمة التحول"
"Shift Assignment Details","تفاصيل تعيين المناوبة"
"Shift Assignment History","سجل تعيين المناوبات"
"Shift Assignment Tool","أداة تعيين المناوبات"
"Shift Assignment: {0} created for Employee: {1}","واجب التحول: {0} تم إنشاؤه للموظف: {1}"
"Shift Attendance","حضور المناوبة"
"Shift Details","تفاصيل المناوبة"
"Shift End","التحول نهاية"
"Shift End Time","وقت انتهاء المناوبة"
"Shift Location","موقع المناوبة"
"Shift Request","طلب التغيير"
"Shift Request Approver","موافق طلب المناوبة"
"Shift Request Filters","عوامل تصفية طلبات المناوبات"
"Shift Requests ending before this date will be excluded.","سيتم استبعاد طلبات المناوبات التي تنتهي قبل هذا التاريخ."
"Shift Requests starting after this date will be excluded.","سيتم استبعاد طلبات المناوبات التي تبدأ بعد هذا التاريخ."
"Shift Schedule","جدول المناوبات"
"Shift Schedule Assignment","تعيين جدول المناوبات"
"Shift Settings","إعدادات المناوبة"
"Shift Start","تحول البداية"
"Shift Start Time","وقت بدء المناوبة"
"Shift Status","حالة المناوبة"
"Shift Timings","توقيتات المناوبة"
"Shift Tools","أدوات المناوبة"
"Shift Type","نوع التحول"
"Shift has been successfully updated to {0}.","تم تحديث المناوبة بنجاح إلى {0}."
"Shifts","المناوبات"
"Show Employee","إظهار الموظف"
"Show Leave Balances in Salary Slip","إظهار أرصدة الإجازات في قسيمة الراتب"
"Show Leaves Of All Department Members In Calendar","إظهار أوراق جميع أعضاء القسم في التقويم"
"Show Salary Slip","عرض كشف الراتب"
"Showing","عرض"
"Sick Leave","الإجازات المرضية"
"Single Assignment","تعيين فردي"
"Skill","مهارة"
"Skill Assessment","تقييم المهارات"
"Skill Name","اسم المهارة"
"Skills","المهارات"
"Skip Auto Attendance","تخطي الحضور التلقائي"
"Skipping Salary Structure Assignment for the following employees, as Salary Structure Assignment records already exists against them. {0}","تخطي تعيين هيكل الرواتب للموظفين التاليين ، لأن سجلات تعيين هيكل الرواتب موجودة بالفعل ضدهم. {0}"
"Source","المصدر"
"Source Name","اسم المصدر"
"Source and Rating","المصدر والتقييم"
"Source and target shifts cannot be the same","لا يمكن أن تكون المناوبة المصدر والهدف متماثلتين"
"Sponsored Amount","المبلغ المساند"
"Staffing Details","تفاصيل التوظيف"
"Staffing Plan","خطة التوظيف"
"Staffing Plan Detail","تفاصيل خطة التوظيف"
"Staffing Plan {0} already exist for designation {1}","خطة التوظيف {0} موجودة بالفعل للتسمية {1}"
"Standard Tax Exemption Amount","معيار الإعفاء الضريبي"
"Standard Working Hours","ساعات العمل القياسية"
"Start","بداية"
"Start Date","تاريخ البدء"
"Start Time","بداية الوقت"
"Start and end dates not in a valid Payroll Period, cannot calculate {0}","تواريخ البدء والانتهاء ليست في فترة كشوف رواتب صالحة ، لا يمكن حساب {0}"
"Start and end dates not in a valid Payroll Period, cannot calculate {0}.","تواريخ البدء والانتهاء ليست في فترة كشوف المرتبات الصالحة ، ولا يمكن حساب {0}."
"Start date: {0}","تاريخ البدء: {0}"
"Start time and end time cannot be same.","لا يمكن أن يكون وقت البدء ووقت الانتهاء متماثلين."
"Statistical Component","العنصر الإحصائي"
"Status","الحالة"
"Status for Other Half","حالة النصف الآخر"
"Stock Options","خيارات المخزون"
"Stop users from making Leave Applications on following days.","وقف المستخدمين من طلب إجازة في الأيام التالية."
"Strictly based on Log Type in Employee Checkin","يعتمد بشكل صارم على نوع السجل في فحص الموظف"
"Structures have been assigned successfully","تم تخصيص الهياكل بنجاح"
"Subject","موضوع"
"Submission Date","تاريخ التقديم"
"Submission Failed","فشل التقديم"
"Submission of {0} before {1} is not allowed","لا يُسمح بتقديم {0} قبل {1}"
"Submit","تسجيل"
"Submit Feedback","تقديم الملاحظات"
"Submit Now","قدم الآن"
"Submit Proof","تقديم دليل"
"Submit Salary Slip","الموافقة كشف الرواتب"
"Submit this Leave Application to confirm.","قدم طلب الإجازة هذا للتأكيد."
"Submit this to create the Employee record","إرسال هذا لإنشاء سجل الموظف"
"Submitted","مسجلة"
"Submitting Salary Slips and creating Journal Entry...","تقديم قسائم الرواتب وإنشاء قيد دفتر اليومية ..."
"Submitting Salary Slips...","تقديم قسائم الرواتب ..."
"Subsidiary companies have already planned for {1} vacancies at a budget of {2}. Staffing Plan for {0} should allocate more vacancies and budget for {3} than planned for its subsidiary companies","خططت الشركات التابعة بالفعل لـ {1} وظيفة شاغرة بميزانية {2}. يجب أن تخصص خطة التوظيف لـ {0} وظائف شاغرة وميزانية لـ {3} أكثر مما هو مخطط له لشركاتها التابعة"
"Success","نجاح"
"Successfully created {0} for employees:","تم الإنشاء بنجاح {0} للموظفين:"
"Successfully {0} {1} for the following employees:","تم بنجاح {0} {1} للموظفين التاليين:"
"Sum of all previous slabs","مجموع كل الشرائح السابقة"
"Summarized View","عرض موجز"
"Sunday","الأحد"
"Supplier","المورد"
"Suspended","معلق"
"Sync {0}","مزامنة {0}"
"Syntax error","خطأ في الصياغة"
"Syntax error in condition: {0} in Income Tax Slab","خطأ في صياغة الشرط: {0} في شريحة ضريبة الدخل"
"System Manager","مدير النظام"
"Take Exact Completed Years","أخذ السنوات المكتملة بالضبط"
"Task","مهمة"
"Task Weight","وزن المهمة"
"Tax & Benefits","الضرائب والمزايا"
"Tax Deducted Till Date","الضريبة المخصومة حتى تاريخه"
"Tax Exemption Category","فئة الإعفاء الضريبي"
"Tax Exemption Declaration","إقرار الإعفاء الضريبي"
"Tax Exemption Proofs","الإعفاء من الضرائب"
"Tax Setup","إعداد الضرائب"
"Tax on additional salary","الضريبة على الراتب الإضافي"
"Tax on flexible benefit","الضريبة على الفائدة المرنة"
"Taxable Earnings Till Date","الأرباح الخاضعة للضريبة حتى تاريخه"
"Taxable Salary Slab","بلاطة الراتب الخاضع للضريبة"
"Taxable Salary Slabs","بلاطات الراتب الخاضعة للضريبة"
"Taxes & Charges","الضرائب والرسوم"
"Taxes and Charges on Income Tax","الضرائب والرسوم على ضريبة الدخل"
"Taxi","سيارة اجره"
"Team Advances","سلف الفريق"
"Team Claims","مطالبات الفريق"
"Team Leaves","إجازات الفريق"
"Team Requests","طلبات الفريق"
"Team Updates","تحديثات الفريق"
"Template Name","اسم القالب"
"Terms","الشروط"
"Terms and Conditions","الشروط والأحكام"
"Thank you","شكرا"
"The currency of {0} should be same as the company's default currency. Please select another account.","يجب أن تكون عملة {0} هي نفس العملة الافتراضية للشركة. يرجى تحديد حساب آخر."
"The date on which Salary Component with Amount will contribute for Earnings/Deduction in Salary Slip. ","التاريخ الذي سيساهم فيه مكون الراتب مع المبلغ في الاستحقاقات/الخصومات في قسيمة الراتب."
"The day of the month when leaves should be allocated","يوم الشهر الذي يجب فيه تخصيص الإجازات"
"The day(s) on which you are applying for leave are holidays. You need not apply for leave.","فترة طلب اﻹجازة تقع في فترة عطلة رسمية، يجب إختيار فترة أخرى.\
<br>\
The day(s) on which you are applying for leave are holidays. You need not apply for leave."
"The days between {0} to {1} are not valid holidays.","الأيام بين {0} و {1} ليست عطلات صالحة."
"The first Approver in the list will be set as the default Approver.","سيتم تعيين أول موافق في القائمة كموافق افتراضي."
"The fraction of Daily Salary per Leave should be between 0 and 1","يجب أن يكون جزء الراتب اليومي لكل إجازة بين 0 و 1"
"The fraction of daily wages to be paid for half-day attendance","جزء من الأجر اليومي الواجب دفعه مقابل حضور نصف يوم"
"The metrics for this report are calculated based on the {0}. Please set {0} in {1}.","يتم حساب مقاييس هذا التقرير بناءً على {0}. يرجى تعيين {0} في {1}."
"The metrics for this report are calculated based on {0}. Please set {0} in {1}.","يتم حساب مقاييس هذا التقرير بناءً على {0}. يرجى تعيين {0} في {1}."
"The salary slip emailed to the employee will be password protected, the password will be generated based on the password policy.","سيتم حماية كلمة مرور المرسل بالبريد الإلكتروني للموظف ، وسيتم إنشاء كلمة المرور بناءً على سياسة كلمة المرور."
"The time after the shift start time when check-in is considered as late (in minutes).","الوقت بعد وقت بدء التحول عندما يُعتبر تسجيل الوصول متأخرًا (بالدقائق)."
"The time before the shift end time when check-out is considered as early (in minutes).","الوقت الذي يسبق وقت نهاية التحول عندما يتم تسجيل المغادرة في وقت مبكر (بالدقائق)."
"The time before the shift start time during which Employee Check-in is considered for attendance.","الوقت الذي يسبق وقت بدء التحول الذي يتم خلاله فحص تسجيل الموظف للحضور."
"Theory","نظرية"
"There are more holidays than working days this month.","أيام العطل لهذا الشهر أكثر من أيام العمل.\
<br>\
There are more holidays than working days this month."
"There are no vacancies under staffing plan {0}","لا توجد وظائف شاغرة في إطار خطة التوظيف {0}"
"There is no Salary Structure assigned to {0}. First assign a Salary Stucture.","لا يوجد هيكل رواتب معين لـ {0}. قم أولاً بتعيين هيكل رواتب."
"There's no Employee with Salary Structure: {0}. Assign {1} to an Employee to preview Salary Slip","لا يوجد موظف بهيكل رواتب: {0}. قم بتعيين {1} لموظف لمعاينة قسيمة الراتب"
"These leaves are holidays permitted by the company however, availing it is optional for an Employee.","هذه الإجازات هي عطلات تسمح بها الشركة، ومع ذلك، فإن الاستفادة منها اختيارية للموظف."
"This action will prevent making changes to the linked appraisal feedback/goals.","سيمنع هذا الإجراء إجراء تغييرات على ملاحظات/أهداف التقييم المرتبطة."
"This check-in is outside assigned shift hours and will not be considered for attendance. If a shift is assigned, adjust its time window and Fetch Shift again.","تسجيل الحضور هذا خارج ساعات المناوبة المخصصة ولن يتم اعتباره للحضور. إذا تم تعيين مناوبة، فاضبط نافذتها الزمنية واجلب المناوبة مرة أخرى."
"This compensatory leave will be applicable from {0}.","ستكون هذه الإجازة التعويضية سارية من {0}."
"This employee already has a log with the same timestamp.{0}","هذا الموظف لديه بالفعل سجل بنفس الطابع الزمني. {0}"
"This error can be due to invalid formula or condition.","قد يكون هذا الخطأ بسبب صيغة أو شرط غير صالح."
"This error can be due to invalid syntax.","قد يكون هذا الخطأ بسبب صياغة غير صالحة."
"This error can be due to missing or deleted field.","قد يكون هذا الخطأ بسبب حقل مفقود أو محذوف."
"This field allows you to set the maximum number of consecutive leaves an Employee can apply for.","يسمح لك هذا الحقل بتعيين الحد الأقصى لعدد الإجازات المتتالية التي يمكن للموظف التقدم لها."
"This field allows you to set the maximum number of leaves that can be allocated annually for this Leave Type while creating the Leave Policy","يسمح لك هذا الحقل بتعيين الحد الأقصى لعدد الإجازات التي يمكن تخصيصها سنويًا لنوع الإجازة هذا أثناء إنشاء سياسة الإجازات"
"This is based on the attendance of this Employee","هذا يستند على حضور الموظف"
"This method is only meant for developer mode","هذه الطريقة مخصصة لوضع المطور فقط"
"This will overwrite the tax component {0} in the salary slip and tax won't be calculated based on the Income Tax Slabs","سيؤدي هذا إلى الكتابة فوق مكون الضريبة {0} في قسيمة الراتب ولن يتم احتساب الضريبة بناءً على شرائح ضريبة الدخل"
"This will submit Salary Slips and create accrual Journal Entry. Do you want to proceed?","سيؤدي هذا إلى تقديم قسائم الراتب وإنشاء الدخول إلى دفتر الأستحقاق. هل تريد المتابعة؟"
"Thursday","الخميس"
"Time","زمن"
"Time Interval","الفاصل الزمني"
"Time Sheet","ورقة الوقت"
"Time after the end of shift during which check-out is considered for attendance.","الوقت بعد نهاية النوبة التي يتم خلالها تسجيل المغادرة للحضور."
"Time taken to fill the open positions","الوقت المستغرق لملء الوظائف الشاغرة"
"Time to Fill","الوقت اللازم للتوظيف"
"Timelines","الجداول الزمنية"
"Timesheet","ساعات العمل"
"Timesheet Details","تفاصيل الجداول الزمنية"
"Timing","توقيت"
"Title","اللقب"
"To","إلى"
"To Amount","لكمية"
"To Date","إلى تاريخ"
"To Date cannot be before From Date","(الى تاريخ) لا يمكن ان يكون قبل (من تاريخ)"
"To Date should be greater than From Date","يجب أن يكون إلى تاريخ أكبر من من تاريخ"
"To Time","إلى وقت"
"To User","إلى المستخدم"
"To allow this, enable {0} under {1}.","للسماح بذلك، قم بتمكين {0} ضمن {1}."
"To apply for a Half Day check 'Half Day' and select the Half Day Date","للتقدم بطلب للحصول على نصف يوم، حدد 'نصف يوم' وحدد تاريخ نصف اليوم"
"To date can not be equal or less than from date","حتى الآن لا يمكن أن يكون مساويا أو أقل من التاريخ"
"To date can not be greater than employee's relieving date.","حتى الآن لا يمكن أن يكون أكبر من تاريخ إعفاء الموظف."
"To date can not be less than from date","حتى الآن لا يمكن أن يكون أقل من من تاريخ"
"To date can not greater than employee's relieving date","حتى الآن لا يمكن أن يكون أكبر من تاريخ تخفيف الموظف"
"To date cannot be before from date","لا يمكن أن يكون تاريخ الانتهاء قبل تاريخ البدء"
"To overwrite the salary component amount for a tax component, please enable {0}","للكتابة فوق مبلغ مكون الراتب لمكون ضريبي، يرجى تمكين {0}"
"To(Year)","إلى (سنة)"
"To(Year) year can not be less than From(year)","لا يمكن أن تكون سنة ""إلى (سنة)"" أقل من ""من (سنة)"""
"Today is {0}'s birthday 🎉",""
"Today {0} at our Company! 🎉",""
"Today {0} completed {1} year(s) at our Company! 🎉",""
"Total","الاجمالي غير شامل الضريبة"
"Total Absent","إجمالي الغياب"
"Total Actual Amount","إجمالي المبلغ الفعلي"
"Total Advance Amount","إجمالي المبلغ المدفوع مقدما"
"Total Allocated Leave(s)","إجمالي الإجازات المخصصة"
"Total Allocated Leaves","إجمالي الإجازات المخصصة"
"Total Amount","الاعتماد الأساسي"
"Total Amount Reimbursed","مجموع المبلغ المسدد"
"Total Amount cannot be zero","لا يمكن أن يكون المبلغ الإجمالي صفرًا"
"Total Asset Recovery Cost","إجمالي تكلفة استرداد الأصول"
"Total Billed Hours","مجموع الساعات وصفت"
"Total Claimed Amount","إجمالي المبلغ المطالب به"
"Total Declared Amount","إجمالي المبلغ المعلن"
"Total Deduction","مجموع الخصم"
"Total Deduction (Company Currency)","إجمالي الخصومات (بعملة الشركة)"
"Total Early Exits","إجمالي المخارج المبكرة"
"Total Earning","إجمالي الدخل"
"Total Earnings","إجمالي الاستحقاقات"
"Total Estimated Budget","مجموع الميزانية التقديرية"
"Total Estimated Cost","مجموع التكلفة التقديرية"
"Total Exemption Amount","مجموع مبلغ الإعفاء"
"Total Expense Amount","إجمالي مبلغ المصروفات"
"Total Expense Claim (via Expense Claim)","إجمالي المطالبة بالمصروفات (عبر مطالبة المصروفات)"
"Total Expense Claim (via Expense Claims)","إجمالي المطالبة بالمصروفات (عبر مطالبات المصروفات)"
"Total Goal Score","إجمالي درجة الهدف"
"Total Gross Pay","إجمالي الأجر الإجمالي"
"Total Holidays","مجموع العطلات"
"Total Hours (T)","إجمالي الساعات (T)"
"Total Income Tax","إجمالي ضريبة الدخل"
"Total Interest Amount","إجمالي مبلغ الفائدة"
"Total Late Entries","مجموع الإدخالات المتأخرة"
"Total Leave Days","مجموع أيام الإجازة"
"Total Leaves","مجموع الإجازات"
"Total Leaves ({0})","إجمالي الإجازات ({0})"
"Total Leaves Allocated","إجمالي الاجازات المخصصة"
"Total Leaves Encashed","اجمالي الاوراق مقطوعه"
"Total Loan Repayment","إجمالي سداد القرض"
"Total Net Pay","إجمالي صافي الأجر"
"Total Non-Billed Hours","إجمالي الساعات غير المفوترة"
"Total Payable Amount","إجمالي المبلغ المستحق الدفع"
"Total Payment","إجمالي الدفعة"
"Total Present","إجمالي الحضور"
"Total Principal Amount","إجمالي المبلغ الأساسي"
"Total Receivable Amount","إجمالي المبلغ المستحق القبض"
"Total Resignations","إجمالي الاستقالات"
"Total Sanctioned Amount","الإجمالي الكمية الموافق عليه"
"Total Score","مجموع النقاط"
"Total Self Score","إجمالي الدرجة الذاتية"
"Total Taxes and Charges","مجموع الضرائب والرسوم"
"Total Working Hours","مجموع ساعات العمل"
"Total advance amount cannot be greater than total sanctioned amount","لا يمكن أن يكون إجمالي المبلغ المدفوع أكبر من المبلغ الإجمالي المعتمد"
"Total allocated leaves are more than maximum allocation allowed for {0} leave type for employee {1} in the period","إجمالي الإجازات المخصصة أكثر من الحد الأقصى المسموح به لنوع الإجازة {0} للموظف {1} في الفترة"
"Total allocated leaves {0} cannot be less than already approved leaves {1} for the period","لا يمكن أن يكون إجمالي الإجازات المخصصة {0} أقل من الإجازات المعتمدة بالفعل {1} للفترة"
"Total flexible benefit component amount {0} should not be less than max benefits {1}","يجب ألا يقل إجمالي مبلغ الفائدة المرنة {0} عن الحد الأقصى للمنافع {1}"
"Total in words","إجمالي بالحروف"
"Total in words (Company Currency)","الإجمالي بالكلمات (بعملة الشركة)"
"Total leaves allocated cannot exceed annual allocation of {0}.","لا يمكن أن يتجاوز إجمالي الإجازات المخصصة التخصيص السنوي البالغ {0}."
"Total leaves allocated is mandatory for Leave Type {0}","إجمالي الإجازات المخصصة إلزامي لنوع الإجازة {0}"
"Total percentage against cost centers should be 100","يجب أن يكون إجمالي النسبة المئوية مقابل مراكز التكلفة 100"
"Total salary booked against this component for this employee from the beginning of the year (payroll period or fiscal year) up to the current salary slip's end date.","إجمالي الراتب المحجوز مقابل هذا المكون لهذا الموظف من بداية العام (فترة الرواتب أو السنة المالية) حتى تاريخ انتهاء قسيمة الراتب الحالية."
"Total salary booked for this employee from the beginning of the month up to the current salary slip's end date.","إجمالي الراتب المحجوز لهذا الموظف من بداية الشهر حتى تاريخ انتهاء قسيمة الراتب الحالية."
"Total salary booked for this employee from the beginning of the year (payroll period or fiscal year) up to the current salary slip's end date.","إجمالي الراتب المحجوز لهذا الموظف من بداية العام (فترة الرواتب أو السنة المالية) حتى تاريخ انتهاء قسيمة الراتب الحالية."
"Total weightage for all {0} must add up to 100. Currently, it is {1}%","يجب أن يكون إجمالي الترجيح لجميع {0} 100. حاليًا، هو {1}%"
"Total working Days Per Year","إجمالي أيام العمل في السنة"
"Total working hours should not be greater than max working hours {0}","عدد ساعات العمل الكلي يجب ألا يكون أكثر من العدد الأقصى لساعات العمل {0}"
"Totals","المجاميع"
"Train","قطار"
"Trainer Email","بريد المدرب الإلكتروني"
"Trainer Name","اسم المدرب"
"Training","التدريب"
"Training Date","تاريخ التدريب"
"Training Event","حدث تدريب"
"Training Event Employee","تدريب الموظف للحدث"
"Training Event:","حدث التدريب:"
"Training Events","أحداث التدريب"
"Training Feedback","ردود الفعل على التدريب"
"Training Program","برنامج تدريب"
"Training Result","نتيجة التدريب"
"Training Result Employee","نتيجة تدريب الموظفين"
"Trainings","دورات تدريبية"
"Transaction Date","تاريخ المعاملة"
"Transaction Name","اسم المعاملة"
"Transaction Type","نوع المعاملة"
"Transactions","المعاملات"
"Transactions cannot be created for an Inactive Employee {0}.","لا يمكن إنشاء معاملات لموظف غير نشط {0}."
"Transfer Date","تاريخ التحويل"
"Travel","السفر"
"Travel Advance Required","سلف السفر المطلوبة"
"Travel From","السفر من"
"Travel Funding","تمويل السفر"
"Travel Itinerary","خط سير الرحلة"
"Travel Request","طلب السفر"
"Travel Request Costing","تكاليف طلب السفر"
"Travel To","يسافر إلى"
"Travel Type","نوع السفر"
"Tuesday","الثلاثاء"
"Type","النوع"
"Type of Proof","نوع من الإثبات"
"Unable to find Salary Component {0}","يتعذر العثور على مكون الراتب {0}"
"Unable to retrieve your location","تعذر استرداد موقعك"
"Unarchive","إلغاء الأرشفة"
"Unclaimed Amount","المبلغ الذي لم تتم المطالبة به"
"Under Review","قيد المراجعة"
"Unlink Payment","إلغاء ربط الدفع"
"Unlinked Attendance record from Employee Checkins: {}","تم إلغاء ربط سجل الحضور من تسجيلات وصول الموظفين: {}"
"Unlinked logs","سجلات غير مرتبطة"
"Unmarked Attendance","تم تسجيله غير حاضر"
"Unmarked Attendance for days","الحضور بدون علامات لعدة أيام"
"Unmarked Check-in Logs Found","تم العثور على سجلات تسجيل وصول غير محددة"
"Unmarked Days","أيام غير محددة"
"Unmarked days","أيام غير محددة"
"Unpaid","غير مدفوع"
"Unpaid Expense Claim","غير المسددة المطالبة النفقات"
"Unsettled","غير مسدد"
"Unsettled Transactions","معاملات غير مسددة"
"Unsubmitted Appraisals","تقييمات لم تقدم"
"Untracked Hours","ساعات غير متتبعة"
"Untracked Hours (U)","ساعات غير متتبعة (U)"
"Unused leaves","إجازات غير مستخدمة"
"Upcoming Holidays","العطلات القادمة"
"Upcoming Holidays Reminder","تذكير بالعطلات القادمة"
"Upcoming Shifts","المناوبات القادمة"
"Update","تحديث"
"Update Expense","تحديث المصروف"
"Update Job Applicant","تحديث المتقدم للوظيفة"
"Update Progress","تحديث التقدم"
"Update Response","تحديث الرد"
"Update Salary Structures","تحديث هياكل الرواتب"
"Update Status","تحديث الحالة"
"Update Tax","تحديث الضريبة"
"Updated status from {0} to {1} for date {2} in the attendance record {3}","تم تحديث الحالة من {0} إلى {1} للتاريخ {2} في سجل الحضور {3}"
"Updated the Job Applicant status to {0}","تم تحديث حالة المتقدم للوظيفة إلى {0}"
"Updated the status of Job Offer {0} for the linked Job Applicant {1} to {2}","تم تحديث حالة عرض العمل {0} للمتقدم للوظيفة المرتبط {1} إلى {2}"
"Updated the status of linked Job Applicant {0} to {1}","تم تحديث حالة المتقدم للوظيفة المرتبط {0} إلى {1}"
"Upload Attendance","رفع الحضور"
